count,confidence,sentence_number,document_id,head,relation,tail
1,[0.0004081571532879025],[32],['interview_D2.txt'],arbejde,",",det
1,[0.0005425509880296886],[32],['interview_D2.txt'],det,men,arbejde
2,"[0.001276920665986836, 0.0016466601518914104]","[32, 32]","['interview_D2.txt', 'interview_D2.txt']",det,bare,det
1,[0.0019160789670422673],[33],['interview_D2.txt'],dem,vist,lidt feber
1,[0.0002336277102585882],[33],['interview_D2.txt'],dem,vist,en
1,[0.00012401959975250065],[33],['interview_D2.txt'],dem,lidt feber,dagene
1,[0.0008725294610485435],[33],['interview_D2.txt'],lidt feber,vist,en
1,[0.002046191832050681],[33],['interview_D2.txt'],lidt feber,vist,dem
1,[0.0014333894941955805],[33],['interview_D2.txt'],lidt feber,af,dagene
1,[0.00019684153085108846],[33],['interview_D2.txt'],en,vist,en
1,[0.0004616182704921812],[33],['interview_D2.txt'],en,vist,dem
1,[0.0019553501624614],[33],['interview_D2.txt'],dagene,af,lidt feber
1,[0.001596685964614153],[33],['interview_D2.txt'],dagene,eller,noget
1,[0.00025717218522913754],[33],['interview_D2.txt'],noget,af,lidt feber
1,[0.0017144345911219716],[33],['interview_D2.txt'],noget,",",en
1,[0.002676202217116952],[33],['interview_D2.txt'],noget,eller,dagene
1,[0.003780800849199295],[36],['interview_D2.txt'],En,af,feber
1,[0.0007488189148716629],[36],['interview_D2.txt'],En,havde,én
1,[0.002238035900518298],[36],['interview_D2.txt'],dem,havde,én
1,[0.002460596850141883],[36],['interview_D2.txt'],feber,af,En
1,[0.0018600290641188622],[36],['interview_D2.txt'],feber,af,dagene
1,[7.982999522937462e-05],[36],['interview_D2.txt'],feber,dagene,det
1,[0.0010250912746414542],[36],['interview_D2.txt'],én,havde,En
1,[0.0019536111503839493],[36],['interview_D2.txt'],én,havde,dem
1,[0.00019543695088941604],[36],['interview_D2.txt'],én,dagene,det
1,[0.00043730236939154565],[36],['interview_D2.txt'],dagene,feber,dem
1,[0.0022960735950618982],[36],['interview_D2.txt'],dagene,af,feber
1,[0.0017942164558917284],[36],['interview_D2.txt'],dagene,",",det
1,[6.691133603453636e-05],[36],['interview_D2.txt'],det,af,dem
1,[9.232592856278643e-05],[36],['interview_D2.txt'],det,af,feber
1,[0.000851851305924356],[36],['interview_D2.txt'],det,efter,én
1,[0.005016855895519257],[36],['interview_D2.txt'],det,efter,dagene
1,[0.00017793387814890593],[36],['interview_D2.txt'],det,at,et stykke
1,[0.00040945931687019765],[36],['interview_D2.txt'],et stykke,at,det
1,[0.001613337080925703],[38],['interview_D2.txt'],Vi,har,nogen problemer
1,[0.003305100603029132],[38],['interview_D2.txt'],nogen problemer,ikke,Vi
1,[0.0004918143386021256],[38],['interview_D2.txt'],nogen problemer,noget,det
1,[0.000915694166906178],[38],['interview_D2.txt'],noget,haft,Vi
1,[0.000905464927200228],[38],['interview_D2.txt'],det,noget,nogen problemer
1,[0.0004880810738541186],[40],['interview_D2.txt'],vi,har,mødregrupper
1,[0.000977767864242196],[40],['interview_D2.txt'],mødregrupper,har,vi
1,[0.0011626295745372772],[42],['interview_D2.txt'],der,sagt,det
1,[3.3350864517463683e-06],[42],['interview_D2.txt'],der,"os ,",de
1,[3.1894014682620764e-06],[42],['interview_D2.txt'],der,"os ,",det
1,[0.001956918044015765],[42],['interview_D2.txt'],det,har,der
7,"[0.00027480782591737807, 0.0013402813347056508, 0.0008139080600813031, 0.005699254106730223, 0.00014135739183984697, 0.00013142624811735004, 0.00019991463341284543]","[42, 104, 161, 169, 197, 263, 377]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",det,",",de
1,[0.0006002835580147803],[42],['interview_D2.txt'],os,sagt,der
1,[0.0003201084618922323],[42],['interview_D2.txt'],os,",",de
1,[0.00010008628305513412],[42],['interview_D2.txt'],os,har,det
1,[0.00011768958938773721],[42],['interview_D2.txt'],de,sagt,der
1,[0.0020353680010885],[42],['interview_D2.txt'],det,har,de
1,[0.002758156508207321],[43],['interview_D2.txt'],det,heller,noget
1,[0.00043002160964533687],[43],['interview_D2.txt'],det,ikke,vi
1,[0.0014475787756964564],[43],['interview_D2.txt'],noget,ikke,det
2,"[0.00013430372928269207, 0.0005868899170309305]","[43, 78]","['interview_D2.txt', 'interview_D2.txt']",vi,ikke,det
1,[0.00044370285468176007],[44],['interview_D2.txt'],folk,have,os
1,[0.000327849033055827],[44],['interview_D2.txt'],folk,have,det
1,[0.0007723089656792581],[44],['interview_D2.txt'],os,have,Jeg
1,[0.0009793011704459786],[44],['interview_D2.txt'],os,have,folk
1,[0.0008822082309052348],[44],['interview_D2.txt'],det,have,folk
1,[0.00010565311822574586],[44],['interview_D2.txt'],det,der,noget newsworthy
1,[1.3452266405996245e-06],[44],['interview_D2.txt'],det,var noget newsworthy,deres oplevelse
1,[2.8562806619447656e-05],[44],['interview_D2.txt'],noget newsworthy,:,Yes
1,[7.077606278471649e-05],[44],['interview_D2.txt'],deres oplevelse,der,det
1,[0.0001279693387914449],[44],['interview_D2.txt'],deres oplevelse,",",det
1,[0.0005517586250789464],[44],['interview_D2.txt'],det,",",deres oplevelse
2,"[0.0034614650066941977, 0.01085540372878313]","[44, 352]","['interview_D2.txt', 'interview_D2.txt']",det,ikke,noget
1,[0.0006324082496576011],[44],['interview_D2.txt'],det,sådan,vi
1,[0.00013332735397852957],[44],['interview_D2.txt'],noget,er,deres oplevelse
5,"[0.0031288450118154287, 0.0011153273517265916, 0.0014266102807596326, 0.002756306668743491, 0.00428083585575223]","[44, 47, 216, 223, 352]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",noget,er,det
1,[0.000130762520711869],[44],['interview_D2.txt'],noget,:,Yes
1,[0.00044285564217716455],[44],['interview_D2.txt'],vi,sådan,det
1,[0.00020776486780960113],[44],['interview_D2.txt'],vi,og,hvad
1,[0.00013115917681716383],[44],['interview_D2.txt'],hvad,vacciner,dag
1,[0.00023420117213390768],[44],['interview_D2.txt'],det,",",dag
1,[0.0027571148239076138],[46],['interview_D2.txt'],vi,nok,jeg
1,[0.0008618655847385526],[46],['interview_D2.txt'],jeg,nok,vi
2,"[0.0005875207716599107, 0.0016017600428313017]","[46, 134]","['interview_D2.txt', 'interview_D2.txt']",jeg,",",vi
1,[0.0007922903751023114],[46],['interview_D2.txt'],vi,",",jeg
1,[0.0006512872641906142],[46],['interview_D2.txt'],vi,har,gæster
1,[0.0003290739841759205],[46],['interview_D2.txt'],gæster,har,jeg
1,[0.0018632103456184268],[46],['interview_D2.txt'],gæster,har,vi
1,[0.0003728862793650478],[47],['interview_D2.txt'],noget,det,jeg
1,[0.0040714191272854805],[47],['interview_D2.txt'],det,det,jeg
1,[0.0020836363546550274],[47],['interview_D2.txt'],det,det,noget
1,[0.000480187387438491],[47],['interview_D2.txt'],jeg,det,noget
2,"[0.007782105356454849, 0.005732648074626923]","[47, 189]","['interview_D2.txt', 'interview_D2.txt']",jeg,det,det
1,[0.0121667655184865],[48],['interview_D2.txt'],Jeg,ikke,nogen
1,[0.0012986791552975774],[48],['interview_D2.txt'],Jeg,ikke,der
2,"[0.007082035299390554, 0.0013450451660901308]","[48, 230]","['interview_D2.txt', 'interview_D2.txt']",nogen,ikke,Jeg
1,[0.00010653143787446122],[48],['interview_D2.txt'],nogen,der har,komplikationer
1,[7.124862167984247e-05],[48],['interview_D2.txt'],nogen,der har,det
1,[0.0014801134821027517],[48],['interview_D2.txt'],der,ikke,Jeg
1,[0.0014056344516575336],[48],['interview_D2.txt'],der,har,komplikationer
1,[0.0009400937124155462],[48],['interview_D2.txt'],der,har,det
1,[0.0001593804481672123],[48],['interview_D2.txt'],komplikationer,der,Jeg
1,[0.0006030733929947019],[48],['interview_D2.txt'],komplikationer,har,nogen
1,[0.0010294552193954587],[48],['interview_D2.txt'],komplikationer,har,der
1,[0.002327416557818651],[51],['interview_D2.txt'],Det,jo,hverdagsting
1,[0.002210200298577547],[51],['interview_D2.txt'],hverdagsting,jo,Det
1,[0.0006786203011870384],[52],['interview_D2.txt'],de,to,skoldkopper
1,[0.0009977332083508372],[52],['interview_D2.txt'],begge,haft,skoldkopper
1,[0.002298676408827305],[52],['interview_D2.txt'],skoldkopper,haft,begge
1,[0.00020470759773161262],[52],['interview_D2.txt'],skoldkopper,",",hvad
1,[0.0001436463207937777],[52],['interview_D2.txt'],skoldkopper,",",det
1,[3.9690639823675156e-05],[52],['interview_D2.txt'],det,skoldkopper,begge
1,[0.0018738926155492663],[54],['interview_D2.txt'],Vi,har,noget alvorligt noget
1,[0.0007580923265777528],[54],['interview_D2.txt'],noget alvorligt noget,har,Vi
1,[0.0005111792706884444],[54],['interview_D2.txt'],du,noget alvorligt noget,Vi
1,[3.675732235327208e-06],[55],['interview_D2.txt'],de,hvad de,sådan nogen børn
1,[0.00026162207359448075],[55],['interview_D2.txt'],hvad,de,sådan nogen børn
1,[0.0008823819807730615],[55],['interview_D2.txt'],de,finde,sådan nogen børn
1,[0.00032114103669300675],[55],['interview_D2.txt'],sådan nogen børn,finde,hvad
1,[0.0005082810530439019],[55],['interview_D2.txt'],sådan nogen børn,kan,de
1,[0.00011508572060847655],[55],['interview_D2.txt'],sådan nogen børn,eller,influenza
1,[0.0002787256380543113],[55],['interview_D2.txt'],influenza,eller,sådan nogen børn
1,[0.0012281150557100773],[55],['interview_D2.txt'],influenza,og,alle mulige ting
1,[0.003097353270277381],[55],['interview_D2.txt'],alle mulige ting,og,influenza
4,"[0.002638748846948147, 0.0017194106476381421, 0.004173198249191046, 0.0019519119523465633]","[56, 107, 122, 340]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",Jeg,ikke,jeg
6,"[0.001992159755900502, 0.0006868534837849438, 0.0013155711349099874, 0.0024966320488601923, 0.0014989852206781507, 0.0013323671882972121]","[56, 100, 107, 122, 134, 340]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",jeg,ikke,Jeg
1,[0.003891497850418091],[56],['interview_D2.txt'],jeg,ikke,vi
1,[0.0001306008780375123],[56],['interview_D2.txt'],jeg,jeg,det
1,[0.004008572548627853],[56],['interview_D2.txt'],vi,ikke,jeg
1,[0.0002034810750046745],[56],['interview_D2.txt'],vi,voldsomt,jeg
1,[0.001039951341226697],[56],['interview_D2.txt'],det,helt,almindelig børnehave-feber
1,[0.0002021985565079376],[56],['interview_D2.txt'],det,helt,hvad
8,"[0.0003610434359870851, 0.00015048922796268016, 0.0011754920706152916, 0.0006864592432975769, 0.0017671941313892603, 0.004878276959061623, 8.080845145741478e-05, 0.00016176194185391068]","[56, 80, 104, 113, 183, 183, 319, 362]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",det,",",det
1,[0.00014714636199641973],[56],['interview_D2.txt'],almindelig børnehave-feber,er,jeg
1,[0.0012074282858520746],[56],['interview_D2.txt'],almindelig børnehave-feber,helt,det
1,[0.00046354299411177635],[56],['interview_D2.txt'],almindelig børnehave-feber,",",det
2,"[0.001227881875820458, 0.004392243456095457]","[56, 169]","['interview_D2.txt', 'interview_D2.txt']",hvad,det,de
1,[0.0013318703277036548],[56],['interview_D2.txt'],det,hvad,almindelig børnehave-feber
1,[0.004470529966056347],[56],['interview_D2.txt'],det,nu,de
1,[0.00015725403500255197],[56],['interview_D2.txt'],de,det,almindelig børnehave-feber
1,[0.0027494714595377445],[56],['interview_D2.txt'],de,nu,hvad
1,[0.0027636673767119646],[56],['interview_D2.txt'],de,nu,det
1,[0.001801042933948338],[58],['interview_D2.txt'],.Det,ikke,en særlig voldsom omgang
1,[1.7165114816937905e-06],[58],['interview_D2.txt'],.Det,en særlig voldsom omgang skoldkopper,nogen
1,[2.5414889629852646e-06],[58],['interview_D2.txt'],.Det,en særlig voldsom omgang skoldkopper,dem
1,[0.0032755588181316853],[58],['interview_D2.txt'],en særlig voldsom omgang,ikke,.Det
1,[0.00010929400013992563],[58],['interview_D2.txt'],en særlig voldsom omgang,skoldkopper,nogen
2,"[0.0006671476876363158, 0.00024271485744975507]","[59, 59]","['interview_D2.txt', 'interview_D2.txt']",det,meget-,det
2,"[0.0005770387942902744, 0.0005202909233048558]","[59, 59]","['interview_D2.txt', 'interview_D2.txt']",det,være,det
1,[0.0017541866982355714],[62],['interview_D2.txt'],Jeg,i,en verden
1,[0.009671938605606556],[62],['interview_D2.txt'],en verden,lever,Jeg
1,[0.0022266004234552383],[62],['interview_D2.txt'],en verden,hvor,vi
1,[0.00151005107909441],[62],['interview_D2.txt'],vi,",",en verden
1,[0.000608155329246074],[62],['interview_D2.txt'],vi,og,vacciner
1,[0.00022062040807213634],[62],['interview_D2.txt'],vi,og,hele tiden
1,[0.000626171997282654],[62],['interview_D2.txt'],vacciner,og,vi
1,[0.0004939702921546996],[62],['interview_D2.txt'],hele tiden,og,vi
1,[0.0035442765802145004],[64],['interview_D2.txt'],jeg,ikke,nogen negative oplevelser
1,[0.001076866639778018],[64],['interview_D2.txt'],jeg,ikke,der
1,[0.0030807775910943747],[64],['interview_D2.txt'],nogen negative oplevelser,ikke,jeg
1,[0.00121505674906075],[64],['interview_D2.txt'],der,nogen negative oplevelser,jeg
1,[0.0011270946124568582],[64],['interview_D2.txt'],en anden retning,",",man
1,[0.0017918813973665237],[64],['interview_D2.txt'],man,",",en anden retning
1,[0.0062937019392848015],[67],['interview_D2.txt'],de,skal,noget
1,[0.0005567186162807047],[67],['interview_D2.txt'],noget,de,Jeg
1,[0.006176678463816643],[67],['interview_D2.txt'],noget,skal,de
1,[0.004058757331222296],[69],['interview_D2.txt'],Det,når,de
1,[0.003772914642468095],[69],['interview_D2.txt'],de,er,Det
1,[0.00012742790568154305],[69],['interview_D2.txt'],noget,tolv,Det
1,[0.0023036086931824684],[69],['interview_D2.txt'],noget,bliver,de
1,[0.00013180519454181194],[69],['interview_D2.txt'],det,eller,de
2,"[0.001317915040999651, 0.007439679466187954]","[73, 225]","['interview_D2.txt', 'interview_D2.txt']",Vi,har,det
1,[0.002140469616279006],[73],['interview_D2.txt'],det,snakket,Vi
1,[0.0006995406001806259],[74],['interview_D2.txt'],det,fra,de
1,[0.000763937656302005],[78],['interview_D2.txt'],det,har,noget
4,"[0.0011449436424300075, 0.0016220714896917343, 0.0005214428529143333, 0.001238181721419096]","[78, 204, 247, 267]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",det,",",vi
1,[0.0006123697967268527],[78],['interview_D2.txt'],noget,har,det
1,[0.0002291784476255998],[78],['interview_D2.txt'],Det,de,fald
